Hs,Hmax,Tz,Tp,Peak Direction,SST
1.13,2.1,6.5,11.2,91.24,20.4
1.128,1.77,6.214,11.241,98.24,20.55
1.093,2.07,6.099,11.378,94.24,20.45
1.135,1.82,6.224,11.39,98.24,20.3
1.042,1.57,6.1,11.419,95.24,20.25
1.048,1.87,5.587,11.397,94.24,20.15
1.037,1.75,5.953,10.993,91.24,20.1
1.046,1.88,5.739,11.113,89.24,19.9
1.004,1.85,5.43,11.408,94.24,20.2
1.036,1.64,5.679,10.681,96.24,20.3
1.141,1.94,6.174,10.866,96.24,20.4
0.948,1.68,5.463,11.471,95.24,20.25
1.005,1.51,5.612,11.441,96.24,20.35
1.025,1.74,5.847,11.219,99.24,20.5
0.994,1.96,5.545,11.087,109.24,20.6
0.957,1.53,5.738,11.384,102.24,20.75
0.917,1.67,5.299,10.847,102.24,20.8
1.06,1.55,5.544,10.889,102.24,20.75
1.082,1.71,5.325,11.431,99.24,20.7
1.074,2.09,4.947,10.906,102.24,20.6
1.094,1.84,4.882,10.639,105.24,20.45
1.125,1.87,4.614,11.34,106.24,20.4
1.199,2.07,4.863,10.755,102.24,20.3
1.217,1.94,4.645,11.232,101.24,20.2
1.238,2.21,4.756,10.775,98.24,20.15
1.239,2.32,4.714,10.644,33.24,20.45
1.265,1.95,4.92,11.367,101.24,20.5
1.253,2.24,4.63,4.691,112.24,20.3
1.245,1.92,4.9,10.951,101.24,20.15
1.142,1.84,5.043,11.278,103.24,20.1
1.133,1.95,4.726,10.762,98.24,20.2
1.046,1.7,4.753,11.284,99.24,20.05
1.126,2.13,5.378,10.923,98.24,19.95
1.04,1.87,5.145,10.308,92.24,19.85
0.995,1.68,5.415,10.789,96.24,19.85
0.966,1.72,5.3,10.815,101.24,20
0.92,1.52,5.361,10.312,94.24,20
0.925,1.41,5.467,11.011,98.24,19.9
0.991,1.51,5.613,11.331,95.24,19.85
1.013,1.9,5.474,5.317,94.24,19.85
0.987,1.72,5.574,10.918,94.24,19.8
0.935,1.42,5.346,10.951,94.24,19.75
0.992,1.53,5.383,5.345,94.24,19.75
0.982,1.55,5.575,10.672,94.24,19.7
0.913,1.55,5.521,10.813,96.24,19.7
0.901,1.56,5.516,10.668,98.24,19.65
0.937,1.6,5.76,10.763,89.24,19.65
0.925,1.38,5.557,10.379,98.24,19.65
0.981,1.71,5.695,10.664,91.24,19.65
0.872,1.44,5.688,10.585,89.24,19.65
0.828,1.45,5.455,10.315,86.24,19.6
0.886,1.58,5.383,10.374,92.24,19.6
0.851,1.65,5.511,10.71,91.24,19.65
0.789,1.51,5.598,10.142,91.24,19.6
0.758,1.25,5.387,10.498,86.24,19.6
0.757,1.28,5.619,10.371,91.24,19.6
0.793,1.25,5.855,10.256,89.24,19.65
0.681,1.07,5.402,10.977,96.24,19.65
0.796,1.24,6.381,10.476,88.24,19.7
0.783,1.31,5.755,9.827,95.24,19.7
0.743,1.4,5.031,10.251,82.24,19.75
0.741,1.24,4.615,10.224,92.24,19.8
0.777,1.3,4.547,9.748,92.24,19.85
0.793,1.23,4.549,9.803,92.24,19.85
0.828,1.61,4.663,10.301,85.24,19.95
0.881,1.55,4.739,9.434,89.24,20
0.803,1.28,4.656,10.196,88.24,20.15
0.778,1.35,4.505,10.348,85.24,20.2
0.906,1.56,5.123,10.288,94.24,20.3
0.904,1.56,4.995,9.798,89.24,20.35
0.922,1.37,4.936,10.058,91.24,20.35
0.908,1.47,4.87,10.278,95.24,20.45
1.021,1.88,5,9.41,86.24,20.85
0.994,1.59,5.011,10.115,94.24,21
1.05,1.98,5.008,7.521,96.24,20.9
1.08,2,5.262,7.426,101.24,20.95
1.03,1.75,4.969,7.623,117.24,21
0.958,1.46,5.108,10.216,127.24,20.9
1.024,1.89,5.151,10.227,103.24,20.95
1.063,1.98,5.415,7.299,98.24,21
0.971,1.46,4.832,10.171,102.24,20.95
1.004,1.55,4.989,6.983,117.24,20.9
1.038,1.63,5.294,9.775,113.24,20.85
1.022,1.64,5.401,10.234,99.24,20.85
1.012,1.57,5.123,9.35,99.24,20.8
0.986,1.59,5.301,6.998,101.24,20.8
0.931,1.59,5.17,7.183,116.24,20.8
0.945,1.53,5.278,6.858,117.24,20.95
0.95,1.72,5.483,6.13,117.24,20.95
0.882,1.42,5.289,6.804,116.24,20.9
0.92,1.55,5.468,6.372,119.24,20.85
0.896,1.37,5.434,6.531,96.24,20.8
0.896,1.64,5.549,5.806,110.24,20.8
0.834,1.29,5.398,5.842,102.24,20.8
0.831,1.31,5.453,6.511,91.24,20.75
0.883,1.68,5.409,7.272,108.24,20.75
0.828,1.48,5.429,10.202,95.24,20.75
0.805,1.31,5.237,6.342,92.24,20.7
0.81,1.41,5.557,10.172,88.24,20.7
0.791,1.52,5.367,9.793,92.24,20.65
0.802,1.46,5.253,9.75,84.24,20.6
0.728,1.24,5.225,9.769,85.24,20.6
0.736,1.18,5.398,9.731,86.24,20.6
0.7,1.14,5.174,5.972,88.24,20.55
0.653,1.08,5.227,9.879,96.24,20.55
0.668,1.11,5.178,9.7,88.24,20.55
0.722,1.18,5.17,9.792,91.24,20.55
0.717,1.19,5.441,9.831,92.24,20.6
0.659,1.21,4.925,10.693,101.24,20.65
0.681,1.14,5.326,9.738,94.24,20.65
0.627,1.17,4.996,9.787,96.24,20.65
0.634,0.95,5.218,9.053,102.24,20.8
0.631,1.03,5.241,9.049,91.24,20.85
0.635,0.92,5.065,9.806,88.24,20.95
0.663,1.13,5.376,8.864,94.24,21.1
0.618,0.9,5.078,8.991,102.24,21.15
0.632,1.13,4.846,9.081,101.24,21.3
0.671,1.14,4.891,9.443,91.24,21.35
0.676,1.01,5.106,9.673,86.24,21.4
0.648,0.98,4.873,9.695,95.24,21.4
0.666,1.01,5.039,8.992,94.24,21.4
0.633,1,4.741,9.337,98.24,21.4
0.657,1.19,4.859,9.212,99.24,21.35
0.658,0.95,4.917,8.546,95.24,21.4
0.688,1.33,4.891,7.589,96.24,21.45
0.668,1.07,4.842,9.721,98.24,21.4
0.652,1.05,4.522,9.879,116.24,21.4
0.687,1.1,4.828,9.72,99.24,21.45
0.646,1.18,4.801,9.795,110.24,21.45
0.707,1.29,5.155,9.755,99.24,21.4
0.704,1.09,4.708,7.03,106.24,21.4
0.697,1.35,5.035,8.136,110.24,21.45
0.693,1.09,4.729,10.067,98.24,21.45
0.699,1.16,5.026,9.762,96.24,21.4
0.665,1.12,4.702,8.481,99.24,21.35
0.638,1.12,4.696,8.528,102.24,21.3
0.664,1.07,4.776,9.901,110.24,21.3
0.712,1.41,5.058,9.928,95.24,21.25
0.731,1.25,4.944,10.218,101.24,21.25
0.736,1.27,4.885,9.77,96.24,21.25
0.685,1.14,4.751,9.792,91.24,21.25
0.744,1.19,5.003,9.317,95.24,21.25
0.778,1.34,4.924,9.361,94.24,21.25
0.8,1.21,5.065,9.396,98.24,21.25
0.784,1.36,4.872,10.302,98.24,21.25
0.834,1.39,4.891,9.323,92.24,21.25
0.809,1.43,4.697,9.688,96.24,21.25
0.875,1.57,4.894,4.545,94.24,21.25
0.785,1.26,4.7,4.202,89.24,21.2
0.768,1.4,4.949,9.817,94.24,21.25
0.791,1.24,4.919,4.698,71.24,21.2
0.793,1.21,4.838,4.625,94.24,21.2
0.801,1.45,5.01,9.859,71.24,21.2
0.767,1.3,4.871,4.701,74.24,21.2
0.797,1.27,4.792,4.62,92.24,21.2
0.805,1.29,4.936,10.678,94.24,21.2
0.739,1.16,5.061,4.811,99.24,21.25
0.791,1.35,4.749,9.312,88.24,21.3
0.72,1.28,4.771,9.79,78.24,21.3
0.794,1.44,4.961,9.951,96.24,21.3
0.757,1.49,4.61,10.267,79.24,21.35
0.765,1.37,4.985,9.763,94.24,21.4
0.782,1.25,4.831,5.217,98.24,21.5
0.806,1.2,5.047,9.828,103.24,21.6
0.735,1.13,4.84,9.435,102.24,21.65
0.777,1.33,4.897,5.18,103.24,21.75
0.763,1.38,5.25,10.173,99.24,21.75
0.746,1.3,4.937,9.844,99.24,21.8
0.789,1.34,5.157,9.732,109.24,21.8
0.754,1.18,5.081,9.834,101.24,21.9
0.794,1.22,5.138,9.846,113.24,21.75
0.828,1.59,5.158,9.333,106.24,21.75
0.867,1.26,5.27,9.452,103.24,21.7
0.789,1.32,4.855,10.241,95.24,21.6
0.844,1.45,4.921,9.362,102.24,21.6
0.853,1.65,4.956,9.624,101.24,21.55
0.866,1.33,4.944,9.624,102.24,21.5
0.839,1.51,4.963,9.402,98.24,21.45
0.87,1.41,4.9,9.425,105.24,21.45
0.98,1.73,5.264,9.397,98.24,21.45
0.868,1.61,4.629,9.38,92.24,21.45
0.943,1.53,5.208,9.353,98.24,21.45
0.998,1.55,5.334,9.587,105.24,21.4
0.973,1.75,4.892,5.632,96.24,21.4
1.016,1.53,5.267,9.352,105.24,21.4
1.004,1.72,5.243,9.291,102.24,21.4
1.02,1.51,5.167,8.95,98.24,21.4
0.973,1.62,5.016,9.317,98.24,21.35
1.043,1.94,5.277,9.742,98.24,21.35
1.071,1.65,5.676,9.278,98.24,21.4
1.019,1.61,5.177,9.63,96.24,21.45
1.063,1.75,5.663,9.77,101.24,21.45
1.016,1.96,5.064,5.038,95.24,21.4
1.036,1.66,5.425,9.683,101.24,21.4
1.088,2.09,5.75,9.387,89.24,21.35
1.08,1.63,5.584,9.406,94.24,21.35
1.011,1.88,5.614,8.933,94.24,21.35
0.972,1.5,5.41,8.894,92.24,21.3
1.011,1.67,5.502,9.507,91.24,21.3
1.027,1.9,5.5,8.895,86.24,21.3
1.023,1.69,5.388,5.824,86.24,21.3
0.993,1.55,5.33,8.98,84.24,21.35
0.957,1.63,5.348,9.803,85.24,21.35
1.01,1.67,5.174,9.398,88.24,21.35
0.928,1.71,4.768,9.19,94.24,21.35
1.051,1.97,5.183,9.701,95.24,21.4
0.975,1.5,5.204,9.694,98.24,21.4
0.955,1.44,4.903,9.297,84.24,21.45
0.961,1.8,4.83,8.929,95.24,21.45
1.017,1.79,5.049,9.317,94.24,21.45
1.01,1.79,4.698,6.841,99.24,21.5
1.064,1.64,4.819,9.532,86.24,21.5
1.051,1.7,4.656,6.531,96.24,21.5
1.105,1.75,4.694,9.399,98.24,21.5
1.117,2.17,4.646,9.351,91.24,21.5
1.127,1.89,4.791,9.708,99.24,21.5
1.123,1.78,4.946,9.741,95.24,21.5
1.155,1.91,4.808,9.367,94.24,21.55
1.122,2.11,4.8,8.995,91.24,21.5
1.201,2.25,5.282,8.981,89.24,21.5
1.147,1.71,4.905,8.328,92.24,21.5
1.229,1.78,5.074,9.579,84.24,21.5
1.165,2.15,5.041,9.085,98.24,21.5
1.116,2.25,5.083,9.074,84.24,21.5
1.158,1.8,5.04,9.04,84.24,21.5
1.209,2.01,5.202,8.03,88.24,21.5
1.264,2.14,5.176,9.459,96.24,21.5
1.253,2.01,5.442,9.116,84.24,21.5
1.241,1.91,5.253,8.594,91.24,21.5
1.327,2.19,5.38,6.96,95.24,21.5
1.342,2.19,5.736,8.902,88.24,21.5
1.203,2.05,5.227,9.36,86.24,21.55
1.343,2.26,5.254,7.254,88.24,21.5
1.372,2.06,5.407,8.994,85.24,21.5
1.377,2.21,5.4,8.539,86.24,21.5
1.325,2.29,5.751,6.36,89.24,21.5
1.381,2.58,5.811,8.645,86.24,21.5
1.532,2.56,5.545,7.278,91.24,21.5
1.516,2.81,5.486,7.021,82.24,21.5
1.587,2.69,5.605,7.524,85.24,21.5
1.453,2.66,5.49,6.521,86.24,21.45
1.591,2.78,5.921,9.351,82.24,21.45
1.622,3.13,5.6,7.894,81.24,21.45
1.472,2.4,5.287,9.33,81.24,21.45
1.558,2.69,5.489,8.493,89.24,21.4
1.469,2.28,5.401,8.981,88.24,21.4
1.556,2.68,5.599,9.157,82.24,21.4
1.655,2.42,5.798,6.568,91.24,21.4
1.702,3.65,5.918,8.936,82.24,21.4
1.607,2.59,5.916,8.906,86.24,21.4
1.636,3.21,5.592,8.159,85.24,21.4
1.49,2.69,5.986,8.952,81.24,21.4
1.471,2.27,5.773,9.646,88.24,21.4
1.354,2.01,5.904,9.024,84.24,21.4
1.507,2.21,6.305,9.256,78.24,21.45
1.509,2.3,6.248,9.677,84.24,21.5
1.584,2.64,6.084,8.869,89.24,21.55
1.649,2.46,6.228,8.203,86.24,21.55
1.569,2.28,5.796,9.773,88.24,21.55
1.6,2.66,5.799,9.01,84.24,21.45
1.591,2.72,5.65,9.023,85.24,21.45
1.574,2.68,5.53,9.391,85.24,21.45
1.648,2.76,5.338,9.705,81.24,21.45
1.638,2.43,5.312,8.877,86.24,21.45
1.709,2.63,5.506,9.303,86.24,21.45
1.869,3.02,5.34,8.962,79.24,21.45
1.8,2.97,5.164,8.888,84.24,21.45
1.872,3.49,5.365,8.478,81.24,21.45
1.835,2.82,5.7,8.641,78.24,21.45
1.963,3.38,5.415,8.606,79.24,21.45
1.831,2.96,5.427,8.192,79.24,21.45
1.936,3.08,5.708,9.362,82.24,21.4
1.79,3.04,5.499,9.842,84.24,21.4
1.778,3.48,5.819,9.48,74.24,21.4
1.786,3.64,5.691,8.912,77.24,21.4
1.714,3.01,5.549,8.08,78.24,21.4
1.836,3.1,5.981,9.734,86.24,21.4
1.856,3.11,6.142,9.679,84.24,21.4
1.676,2.66,5.628,9.791,77.24,21.35
1.758,2.8,5.84,8.91,77.24,21.35
1.723,2.91,5.8,7.358,79.24,21.35
1.781,2.83,5.939,8.875,79.24,21.35
1.756,2.84,5.84,7.315,81.24,21.35
1.728,2.52,5.89,9.383,86.24,21.35
1.928,3.02,6.201,9.174,82.24,21.35
1.601,2.89,5.704,8.23,84.24,21.35
1.696,2.57,5.994,9.31,81.24,21.35
1.714,3.04,6.139,9.733,86.24,21.55
1.79,3.04,6.383,8.617,81.24,21.55
1.69,2.78,6.375,9.793,85.24,21.6
1.619,2.75,6.212,8.898,74.24,21.55
1.65,3.11,6.462,8.949,85.24,21.55
1.667,3.02,6.786,9.755,81.24,21.55
1.59,2.54,6.428,8.428,82.24,21.55
1.854,3.69,6.783,9.293,89.24,21.5
1.504,2.09,6.451,9.408,86.24,21.5
1.49,2.61,5.99,9.271,84.24,21.5
1.577,2.64,6.482,9.252,86.24,21.5
1.54,2.34,5.866,9.221,82.24,21.5
1.605,2.37,5.945,9.125,86.24,21.5
1.654,3.1,6.122,9.272,78.24,21.55
1.518,2.5,5.747,9.228,82.24,21.6
1.589,2.44,6.119,8.914,77.24,21.6
1.501,2.55,6.014,8.955,82.24,21.65
1.56,2.45,6.004,8.956,82.24,21.7
1.512,2.44,6.106,9.731,84.24,21.7
1.518,2.57,5.762,9.611,77.24,21.75
1.62,2.47,5.824,8.23,81.24,21.8
1.582,2.93,5.889,9.379,81.24,21.8
1.571,2.93,5.838,8.586,81.24,21.8
1.594,2.36,6.118,8.837,78.24,21.9
1.694,2.87,5.895,9.137,84.24,21.9
1.629,2.37,6.149,8.906,79.24,21.9
1.553,3.05,5.929,9.34,79.24,21.9
1.565,2.65,6.014,9.328,84.24,21.9
1.58,2.64,6.191,9.586,81.24,21.95
1.593,2.79,6.253,9.383,78.24,21.95
1.561,2.82,6.304,8.848,75.24,21.9
1.585,2.73,6.56,9.241,85.24,22
1.548,2.2,6.344,9.182,82.24,22.05
1.405,2,6.636,9.399,86.24,22.05
1.524,2.69,6.569,10.17,79.24,22
1.481,2.52,6.665,9.718,89.24,22
1.394,2.09,6.524,8.884,86.24,22
1.371,2.41,6.496,9.411,94.24,21.95
1.404,2.32,6.77,8.959,82.24,22.15
1.44,2.22,6.952,9.64,98.24,22.1
1.438,2.65,6.508,9.2,95.24,22.1
1.412,2.45,6.831,8.565,89.24,22.1
1.455,2.17,6.822,9.32,92.24,22.05
1.479,2.58,6.945,9.489,89.24,22.05
1.383,2.3,6.573,9.648,96.24,22.05
1.321,2.09,6.822,8.909,85.24,22.05
1.34,2.7,7.029,9.068,88.24,22
1.495,2.54,7.027,9.438,81.24,22
1.388,2.01,6.937,9.336,89.24,21.95
1.318,2.43,6.75,8.875,85.24,21.95
1.166,1.91,6.478,8.607,89.24,21.95
1.185,1.8,6.579,9.589,82.24,21.9
1.187,1.85,6.78,9.556,91.24,21.9
1.225,1.95,6.895,8.98,88.24,21.9
1.15,1.73,6.785,8.642,95.24,21.9
1.172,2.08,6.666,10.099,86.24,21.85
1.149,1.71,6.746,9.829,91.24,21.85
1.173,2.14,7.1,9.232,94.24,21.85
1.134,1.85,6.716,9.332,82.24,21.85
1.259,2.04,7.173,9.715,92.24,21.85
1.385,2.39,7.398,9.445,89.24,21.9
1.333,2.41,7.144,9.691,106.24,21.9
1.227,2,7.096,9.754,96.24,22
1.263,1.92,7.081,8.553,102.24,22.05
1.219,2.21,6.699,9.691,96.24,22.1
1.357,2.18,7.152,9.302,115.24,22.15
1.152,1.92,5.903,9.466,110.24,22.1
1.358,2.34,6.791,9.684,101.24,22.15
1.317,1.97,6.279,9.319,95.24,22.15
1.236,2.01,6.018,9.63,101.24,22.2
1.292,2.18,5.882,10.175,94.24,22.15
1.354,2.61,5.838,9.41,101.24,22.2
1.343,2.29,5.937,9.316,112.24,22.25
1.406,2.49,6.027,9.488,101.24,22.25
1.372,2.18,5.849,9.322,106.24,22.25
1.277,2.69,5.608,8.97,105.24,22.25
1.258,2.47,5.804,9.317,99.24,22.25
1.19,1.81,5.695,9.59,106.24,22.2
1.21,2.11,5.336,10.221,98.24,22.15
1.272,2.1,5.713,9.716,112.24,22.1
1.236,2.17,6.052,9.748,110.24,22.05
1.14,1.61,5.985,8.895,99.24,22.05
1.141,1.88,6.074,9.191,102.24,22
1.266,2.15,6.694,9.453,95.24,22
1.287,1.98,6.435,9.192,103.24,21.95
1.11,1.99,5.915,9.83,110.24,21.95
1.111,1.61,6.005,9.309,95.24,22
1.208,2.11,6.863,8.919,102.24,22
1.259,1.94,6.683,8.911,96.24,22
1.224,2.12,6.397,8.824,108.24,21.95
1.231,2.07,7.188,9.763,94.24,21.95
1.283,2.17,7.536,8.602,91.24,21.95
1.266,1.97,7.284,9.69,96.24,21.95
1.131,2.16,6.939,8.506,91.24,21.95
1.076,1.64,6.809,8.852,89.24,21.9
1.111,1.82,7.192,8.6,96.24,21.9
1.123,2.05,7.226,8.49,92.24,21.9
1.192,1.96,7.428,10.276,88.24,21.8
1.152,1.71,7.42,8.206,88.24,21.85
1.106,1.67,7.29,8.194,89.24,21.85
1.099,1.71,7.08,8.17,92.24,21.75
1.076,1.73,7.127,8.841,92.24,21.7
1.053,1.93,6.933,8.872,85.24,21.7
1.033,1.52,6.945,8.186,88.24,21.65
0.969,1.6,6.813,9.359,84.24,21.6
0.997,2.14,7.057,8.651,88.24,21.55
0.993,1.57,7.193,10.192,79.24,21.65
0.967,1.63,7.061,8.869,95.24,21.75
1.013,1.73,7.748,8.896,91.24,21.8
1.013,1.7,7.466,10.055,86.24,22.05
0.971,1.48,7.13,9.334,86.24,22.2
0.931,1.52,6.957,9.796,88.24,22.1
0.988,1.37,7.53,9.732,95.24,22.35
0.97,1.53,7.097,8.624,84.24,22.25
0.989,1.61,6.813,8.947,86.24,22.25
0.94,1.96,6.483,9.181,89.24,22.2
0.973,1.59,6.258,9.695,94.24,22.15
0.943,1.75,5.957,9.364,94.24,22.25
0.948,1.7,5.467,8.848,88.24,22.1
0.895,1.58,5.362,7.865,88.24,22.15
0.991,1.72,5.5,9.316,92.24,22.2
0.899,1.66,4.828,9.579,86.24,22.2
0.935,1.56,4.79,8.628,89.24,22.2
0.947,1.6,4.724,8.224,92.24,22.2
1.045,1.65,4.848,9.364,89.24,22.15
0.996,1.64,4.467,9.425,91.24,22.1
1.009,1.97,4.412,8.795,86.24,22.05
1.045,1.84,4.727,8.95,85.24,22.05
1.029,1.77,4.749,9.309,89.24,22
1.128,1.79,5.019,8.879,98.24,22
1.027,1.56,4.974,9.295,91.24,21.95
1.003,2.31,4.753,9.648,92.24,21.95
0.946,1.48,4.825,8.505,85.24,21.95
0.97,1.54,5.069,8.484,86.24,21.95
0.937,1.54,5.093,9.881,84.24,21.95
1.005,1.6,5.367,9.398,91.24,21.95
0.917,1.42,5.162,9.377,82.24,21.95
0.965,1.64,5.397,8.918,84.24,21.95
0.961,1.67,5.519,8.95,85.24,21.9
0.971,1.69,5.749,9.166,85.24,21.9
0.994,1.7,5.609,8.958,91.24,21.95
0.935,1.48,5.444,8.91,88.24,21.95
0.982,1.57,5.65,9.13,88.24,21.95
0.988,1.73,5.758,9.781,85.24,21.9
0.985,1.53,5.844,8.541,94.24,21.9
0.97,1.6,5.588,7.933,85.24,21.9
0.989,1.41,5.625,9.22,81.24,21.85
0.882,1.38,5.404,9.721,84.24,21.85
0.934,1.47,5.219,9.296,84.24,21.8
0.924,1.76,5.295,8.236,84.24,21.75
0.896,1.46,5.289,9.799,82.24,21.7
0.929,1.71,5.34,9.805,84.24,21.7
0.935,1.61,5.437,7.946,92.24,21.7
0.908,1.61,5.538,8.89,78.24,21.7
0.871,1.85,5.17,9.768,89.24,21.65
0.927,1.65,5.34,8.22,81.24,21.65
0.869,1.62,5.234,8.931,89.24,21.65
0.918,1.95,5.23,8.92,89.24,21.7
0.907,1.36,4.868,9.249,86.24,21.7
0.908,1.47,4.626,8.924,88.24,21.75
0.87,1.38,4.332,9.248,91.24,21.75
0.886,1.48,4.318,8.909,95.24,21.75
0.937,1.5,4.574,8.511,88.24,21.8
0.851,1.42,4.608,9.025,89.24,21.85
0.846,1.37,4.62,9.055,106.24,22.05
0.885,1.39,4.496,8.606,84.24,22.1
1.027,1.73,4.586,9.322,85.24,22.05
1.072,1.81,4.68,8.578,95.24,21.9
1.091,1.64,4.584,5.007,54.24,21.7
1.031,2.06,4.485,8.616,51.24,21.7
1.022,1.64,4.316,4.613,84.24,21.75
1.132,2.3,4.397,4.784,46.24,21.55
1.163,2.19,4.383,4.718,39.24,21.55
1.215,1.79,4.518,5.325,49.24,21.45
1.231,2.24,4.551,4.829,39.24,21.25
1.178,2.25,4.237,4.385,41.24,21.15
1.206,2.29,4.491,5.453,60.24,21
1.254,1.85,4.699,5.049,56.24,20.95
1.227,1.83,4.818,5.188,51.24,20.9
1.196,1.95,4.957,5.97,53.24,20.9
1.197,1.75,4.932,5.688,61.24,20.95
1.351,2.53,4.926,5.631,51.24,21.1
1.224,2.02,4.997,13.875,46.24,21.2
1.189,1.97,5.12,5.493,46.24,21.25
1.128,1.85,5.212,5.637,46.24,21.75
1.203,2.08,5.334,13.744,43.24,21.65
1.139,2,5.221,13.747,51.24,21.45
1.15,2.3,5.473,6.131,53.24,21.55
1.153,1.9,5.283,5.799,50.24,21.6
1.11,1.83,5.133,5.516,47.24,21.55
1.131,2.45,5.329,5.85,51.24,21.45
1.055,1.59,5.464,5.977,46.24,21.4
0.956,1.64,5.782,6.299,92.24,21.35
0.974,1.56,5.886,13.734,51.24,21.3
0.908,1.67,5.706,6.374,94.24,21.25
0.944,1.39,5.744,5.811,49.24,21.25
0.961,1.39,5.967,12.9,94.24,21.2
0.993,1.62,6.225,13.042,89.24,21.2
0.98,1.52,6.07,13.455,95.24,21.15
0.955,1.67,5.797,12.744,91.24,21.15
0.925,1.51,5.742,12.669,94.24,21.1
0.902,1.75,5.898,13.133,91.24,21.1
0.856,1.41,5.592,13.276,92.24,21.15
0.842,1.4,5.346,12.298,103.24,21.2
0.9,1.51,6.016,13.447,89.24,21.25
0.903,1.44,5.948,12.486,96.24,21.4
0.874,1.54,6.313,12.991,95.24,21.65
0.917,1.49,6.622,12.845,85.24,21.75
0.858,1.55,6.803,12.896,95.24,21.8
0.84,1.24,6.548,12.263,95.24,21.85
0.785,1.26,6.436,12.458,98.24,21.85
0.779,1.31,6.493,12.938,101.24,21.95
0.835,1.31,6.944,12.896,92.24,21.9
0.757,1.22,6.23,12.406,92.24,21.75
0.802,1.55,6.401,12.912,101.24,21.7
0.795,1.31,6.061,12.221,95.24,21.6
0.795,1.31,5.962,12.369,89.24,21.55
0.779,1.29,5.48,12.836,96.24,21.6
0.828,1.55,5.292,12.132,89.24,21.7
0.792,1.29,5.249,12.27,89.24,21.75
0.725,1.2,4.795,12.658,91.24,21.75
0.832,1.33,5.277,12.681,86.24,21.75
0.788,1.42,4.427,12.103,91.24,21.8
0.877,1.69,4.565,12.714,84.24,21.75
0.926,1.49,4.868,12.559,81.24,21.8
1.053,2.04,4.883,12.672,86.24,21.75
1.078,1.9,4.859,12.719,78.24,21.6
1.042,2.03,4.621,12.279,84.24,21.3
0.995,1.92,4.64,12.401,81.24,21.6
0.965,1.6,4.329,11.668,84.24,21.6
0.946,1.64,4.221,12.138,89.24,21.55
0.924,1.58,4.417,11.998,79.24,21.55
0.866,1.54,4.448,12.203,82.24,21.55
0.83,1.6,4.811,12.197,86.24,21.6
0.819,1.43,4.358,12.134,81.24,21.6
0.783,1.35,4.359,12.12,84.24,21.65
0.776,1.21,4.506,12.824,82.24,21.65
0.787,1.52,4.745,12.576,89.24,21.8
0.743,1.4,4.717,12.149,77.24,21.65
0.732,1.29,4.441,11.522,89.24,21.65
0.742,1.21,5.09,11.452,84.24,21.65
0.719,1.41,5.025,12.213,85.24,21.65
0.707,1.24,4.939,11.502,82.24,21.6
0.662,1.1,5.072,11.713,85.24,21.55
0.734,1.51,5.077,12.041,82.24,21.6
0.684,1.1,5.016,11.529,89.24,21.65
0.75,1.3,5.101,12.084,77.24,21.7
0.823,1.37,5.611,11.625,78.24,21.6
0.791,1.39,5.449,12.078,82.24,21.6
0.781,1.37,5.204,11.628,85.24,21.65
0.764,1.72,5.303,12.009,89.24,21.6
0.79,1.34,4.836,11.626,91.24,21.65
0.804,1.5,4.687,11.957,85.24,21.65
0.867,1.7,4.834,11.538,84.24,21.65
0.787,1.53,4.606,10.426,92.24,21.65
0.828,1.42,4.504,11.976,95.24,21.65
0.875,1.5,4.465,10.678,92.24,21.7
0.909,1.52,4.628,8.972,85.24,21.75
0.992,1.56,4.384,8.99,112.24,21.75
1.061,1.74,4.434,8.852,112.24,21.75
1.134,1.9,4.348,8.907,116.24,21.85
1.243,2.14,4.664,8.523,109.24,21.8
1.317,2.23,4.95,8.992,113.24,21.75
1.278,2.22,4.615,8.971,119.24,21.8
1.43,2.47,4.975,8.464,81.24,21.8
1.31,2.22,4.91,9.326,116.24,21.8
1.304,1.99,4.686,9.038,117.24,21.8
1.311,2.24,4.866,9.141,113.24,21.8
1.313,2.81,4.684,8.41,79.24,21.75
1.28,2.21,4.708,8.251,115.24,21.75
1.191,1.97,4.799,8.235,129.24,21.75
1.234,1.78,5.031,8.134,89.24,21.75
1.196,2.04,4.723,8.001,117.24,21.75
1.145,1.86,4.791,7.319,116.24,21.75
1.136,1.88,4.785,8.132,113.24,21.75
1.14,1.7,4.977,8.212,123.24,21.7
1.14,2.11,4.931,7.882,116.24,21.7
1.066,1.84,4.755,8.141,117.24,21.7
1.07,1.75,4.874,7.3,91.24,21.7
1.078,1.77,4.929,6.209,95.24,21.7
1.044,1.99,5.21,8.859,117.24,21.7
1.05,1.6,5.298,11.485,115.24,21.7
1.027,1.7,5.501,10.851,119.24,21.7
0.948,1.84,5.493,8.118,115.24,21.7
0.951,1.69,5.527,8.484,116.24,21.7
0.987,1.58,5.493,8.227,113.24,21.7
1.014,1.58,6.159,7.545,110.24,21.7
1.052,2.04,6.007,8.549,89.24,21.7
1.101,1.71,6.053,8.587,91.24,21.7
1.003,1.66,6.161,7.535,115.24,21.65
0.972,1.59,6.038,7.295,110.24,21.65
0.945,1.49,6.162,10.868,96.24,21.65
0.927,1.66,6.423,8.623,106.24,21.65
0.897,1.41,6.072,8.572,115.24,21.65
0.95,1.62,6.312,8.469,110.24,21.65
0.929,1.49,6.209,8.467,102.24,21.65
0.856,1.24,6.183,8.507,117.24,21.65
