Hs,Hmax,Tz,Tp,Peak Direction,SST
0.901,1.63,5.957,7.901,116.24,21.65
0.971,1.65,6.24,7.546,116.24,21.65
0.905,1.48,5.965,7.3,116.24,21.65
0.937,1.46,5.908,7.819,117.24,21.7
0.874,1.55,5.796,7.053,110.24,21.7
0.872,1.39,6.006,7.224,95.24,21.75
0.882,1.47,5.943,11.37,102.24,21.8
0.822,1.49,5.741,7.031,95.24,21.85
0.807,1.38,6.026,10.871,95.24,22
0.861,1.32,5.941,7.616,94.24,22.1
0.826,1.33,5.867,11.194,113.24,22.1
0.819,1.54,5.699,8.177,92.24,22.1
0.86,1.56,5.655,8.077,113.24,22
0.825,1.32,5.272,11.988,106.24,22.05
0.798,1.19,5.484,11.839,96.24,22.1
0.797,1.34,5.767,10.81,96.24,22.1
0.802,1.5,5.462,10.892,101.24,22.1
0.815,1.4,5.602,7.554,105.24,22.1
0.845,1.58,5.885,11.475,102.24,22.05
0.855,1.47,6.018,10.932,102.24,22
0.8,1.49,5.91,12.069,98.24,22.05
0.816,1.41,6.02,10.762,102.24,22
0.86,1.45,6.299,7.26,110.24,22
0.826,1.3,5.952,10.198,101.24,22
0.814,1.38,6.062,11.429,98.24,22
0.775,1.19,5.843,11.43,96.24,21.95
0.784,1.37,6.076,10.293,92.24,22.15
0.76,1.46,5.828,11.433,96.24,22.15
0.781,1.2,5.708,11.336,99.24,22.15
0.771,1.34,5.53,10.764,113.24,22.1
0.753,1.23,5.735,11.353,96.24,22.1
0.732,1.05,5.711,10.843,98.24,22.1
0.775,1.27,6.052,11.313,96.24,22.1
0.753,1.11,6.184,11.238,96.24,22.1
0.749,1.16,5.746,11.25,92.24,22.1
0.71,1.3,5.722,9.91,88.24,22.1
0.683,1.1,5.81,10.865,96.24,22.1
0.698,1.2,5.929,10.851,91.24,22.05
0.682,1.02,6.141,10.331,98.24,22.05
0.671,1.06,5.901,10.792,91.24,22.05
0.682,1.15,6.345,11.111,101.24,22.05
0.706,1.12,6.155,9.709,92.24,22
0.697,1.08,6.549,10.839,99.24,22
0.7,1.16,6.068,10.951,91.24,21.95
0.702,1.13,6.227,11.347,96.24,21.95
0.706,1.14,6.177,11.183,98.24,21.95
0.693,1.16,6.233,10.459,94.24,21.95
0.701,1.17,6.291,9.326,99.24,21.9
0.702,1.12,6.152,9.833,95.24,21.9
0.655,1.09,5.758,12.021,96.24,21.9
0.642,1.16,5.831,10.361,101.24,21.9
0.689,1.1,6.032,10.916,91.24,21.9
0.677,1.15,5.785,10.392,99.24,21.9
0.711,1.45,6.34,10.263,99.24,21.9
0.711,1.22,6.523,11.478,91.24,21.95
0.717,1.11,6.788,10.96,102.24,22
0.659,1.06,5.963,12.145,109.24,22.05
0.738,1.28,6.696,10.834,95.24,22.05
0.734,1.05,6.602,16.319,103.24,21.9
0.663,1.08,6.002,10.746,110.24,22
0.634,1.14,6.356,10.653,98.24,22
0.653,1.17,6.131,16.205,101.24,22.2
0.639,1.05,5.733,11.331,102.24,22.25
0.644,1.11,6.005,10.875,110.24,22.35
0.701,1.38,6.199,12.087,109.24,22.25
0.758,1.41,6.775,12.206,112.24,22.4
0.78,1.54,6.341,12.052,103.24,22.4
0.739,1.27,5.674,12.395,120.24,22.35
0.771,1.41,5.908,13.036,113.24,22.3
0.808,1.33,5.678,13.079,115.24,22.3
0.865,1.36,6.028,13.677,113.24,22.2
0.937,2.15,6.311,12.827,113.24,22.1
0.97,1.74,6.656,13.531,113.24,22.1
0.9,1.62,6.144,13.635,112.24,22.05
0.898,1.57,6.008,13.521,113.24,22
0.856,1.51,6.264,11.81,116.24,22
0.819,1.69,6.213,11.322,117.24,22
0.743,1.63,5.414,12.613,113.24,22
0.675,1.16,5.475,12.123,122.24,22
0.68,1.28,5.495,12.745,119.24,22
0.778,1.23,6.55,11.818,112.24,21.95
0.796,1.34,6.896,12.707,115.24,21.95
0.741,1.12,6.473,12.93,115.24,22.05
0.759,1.2,7.073,13.44,115.24,22
0.709,1.21,6.379,12.901,110.24,22.05
0.74,1.15,6.762,12.228,112.24,22.05
0.671,1.29,6.642,14.547,105.24,22
0.699,1.09,6.799,14.668,103.24,22
0.68,1.2,6.57,14.721,108.24,21.95
0.682,1.11,6.927,12.383,110.24,21.95
0.646,1.22,6.815,14.81,108.24,21.95
0.753,1.08,7.813,11.474,105.24,21.95
0.792,1.16,7.346,11.494,105.24,21.95
0.775,1.28,7.359,11.568,105.24,21.95
0.726,1.33,6.603,12.639,109.24,21.95
0.808,1.25,7.052,12.164,113.24,21.95
0.697,1.18,6.555,12.466,109.24,21.95
0.718,1.07,7.256,10.296,109.24,21.95
0.668,1.35,6.7,9.797,103.24,22
0.677,0.94,6.9,10.987,113.24,22.1
0.736,1.15,7.014,11.47,109.24,22.05
0.712,1.21,6.974,12.221,110.24,22.15
0.696,1.28,6.666,12.864,112.24,22.3
0.657,1.24,6.905,10.299,112.24,22.55
0.657,1.01,6.812,11.823,115.24,22.7
0.672,1.13,6.748,11.424,109.24,22.5
0.663,1.14,6.127,12.748,113.24,22.35
0.614,1.16,4.806,9.761,115.24,22.35
0.628,1.14,4.807,10.311,115.24,22.25
0.638,1.15,4.932,11.323,116.24,22.3
0.635,1.13,4.721,13.918,122.24,22.35
0.688,1.37,4.638,11.641,113.24,22.3
0.678,1.18,4.693,11.393,119.24,22.35
0.629,1.21,4.144,11.48,117.24,22.35
0.672,1.18,4.079,11.845,119.24,22.4
0.687,1.12,4.232,12.898,115.24,22.35
0.683,1.1,4.326,10.326,113.24,22.3
0.692,1.19,4.154,9.935,110.24,22.3
0.651,1.05,4.01,9.298,108.24,22.25
0.669,1.22,4.508,10.595,115.24,22.2
0.671,1.29,4.545,10.253,109.24,22.2
0.676,1.19,4.478,10.368,105.24,22.15
0.663,1.51,4.606,10.829,110.24,22.15
0.643,1.16,4.871,8.221,117.24,22.15
0.651,1.04,5.002,9.28,108.24,22.25
0.616,0.93,4.898,10.199,106.24,22.25
0.641,1.01,5.1,10.928,122.24,22.25
0.611,1.16,4.636,10.21,102.24,22.25
0.664,1.01,5.051,10.239,108.24,22.2
0.619,1.12,4.555,9.772,101.24,22.2
0.63,0.93,4.377,4.113,98.24,22.15
0.675,1.24,4.52,4.208,58.24,22.15
0.706,1.35,4.217,4.196,99.24,22.1
0.717,1.34,4.463,4.318,40.24,22.1
0.721,1.09,4.434,4.456,44.24,22.05
0.731,1.1,4.34,4.411,106.24,22.05
0.732,1.35,4.199,4.478,41.24,22
0.772,1.34,4.221,4.672,40.24,21.95
0.881,1.55,4.396,4.482,50.24,21.9
0.777,1.2,4.322,4.581,43.24,21.9
0.842,1.24,4.325,4.514,44.24,21.85
0.856,1.48,4.425,4.883,47.24,21.8
0.894,1.38,4.419,4.815,47.24,21.75
0.886,1.6,4.315,4.802,49.24,21.75
0.833,1.36,4.318,4.698,46.24,21.75
0.882,1.44,4.376,4.624,40.24,21.75
0.861,1.49,4.225,4.727,44.24,21.7
0.843,1.35,4.324,5.07,44.24,21.7
0.868,1.98,4.501,4.984,46.24,21.65
0.821,1.48,4.428,5.197,46.24,21.65
0.86,1.6,4.401,5.19,46.24,21.65
0.837,1.73,4.136,5.091,43.24,21.65
0.866,1.5,4.238,5.168,43.24,21.7
0.899,1.42,4.208,5.119,53.24,21.75
0.88,1.33,4.259,5.069,44.24,21.8
0.956,1.59,4.301,5.093,46.24,21.75
0.952,1.64,4.301,5.155,40.24,21.7
0.96,1.43,4.305,4.937,49.24,21.6
0.945,1.5,4.034,5.075,46.24,21.45
0.972,1.47,4.147,4.707,41.24,21.75
0.888,1.54,4.143,4.943,46.24,21.8
0.866,1.38,4.136,5.226,61.24,21.7
0.784,1.39,4.682,4.427,56.24,21.55
0.844,1.24,4.446,4.846,47.24,21.35
0.778,1.43,4.556,4.721,43.24,21.35
0.769,1.26,4.51,5.044,49.24,21.45
0.713,1.35,4.357,5.179,44.24,21.45
0.716,1.49,4.401,5.281,56.24,21.3
0.693,1.02,4.435,5.056,50.24,21.4
0.709,1.16,4.168,4.823,56.24,21.2
0.73,1.14,4.039,4.966,43.24,21.2
0.712,1.35,4.046,4.978,44.24,21.2
0.686,1.09,4.392,5.3,46.24,21.2
0.628,1.09,4.611,5.295,60.24,21.1
0.617,0.96,4.814,5.175,61.24,21.3
0.59,0.97,4.821,5.105,53.24,21.2
0.555,1.07,4.596,5.327,56.24,20.9
0.563,0.97,4.739,5.031,58.24,20.65
0.57,1.04,4.684,5.153,64.24,20.45
0.551,0.95,4.832,5.317,57.24,20.8
0.554,0.86,4.875,5.557,56.24,20.55
0.527,0.78,4.639,5.062,56.24,20.85
0.567,0.97,4.74,4.827,51.24,20.7
0.531,0.8,4.788,4.953,51.24,20.65
0.523,0.82,4.74,5.052,60.24,20.65
0.525,0.9,4.909,5.315,56.24,20.65
0.535,1.11,4.892,8.864,61.24,20.65
0.537,0.85,4.773,5.001,60.24,20.5
0.523,0.91,4.554,4.607,60.24,20.4
0.541,1.01,4.677,4.818,58.24,20.4
0.532,0.81,4.609,4.979,51.24,20.35
0.561,1.01,4.567,5.133,54.24,20.35
0.593,1.02,4.417,4.945,51.24,20.35
0.602,0.97,4.262,4.907,51.24,20.4
0.594,0.99,4.421,4.889,50.24,20.4
0.595,1,4.267,4.699,50.24,20.4
0.625,1.1,4.101,5.034,51.24,20.35
0.612,1.09,4.059,4.721,56.24,20.35
0.641,1.07,4.124,5.043,49.24,20.35
0.681,1.09,4.165,4.945,54.24,20.35
0.673,1.11,4.011,5.229,50.24,20.2
0.714,1.29,4.428,4.929,51.24,20.2
0.684,1.25,4.114,5.186,53.24,20.1
0.688,1.11,4.128,4.9,50.24,20.05
0.73,1.21,4.095,5.172,54.24,20.1
0.793,1.22,3.799,5.187,54.24,20.2
0.887,1.69,3.931,5.065,51.24,20.05
0.922,1.62,3.987,5.447,53.24,19.95
0.889,1.42,4.02,5.61,51.24,20.05
0.891,1.69,4,4.601,54.24,19.95
0.911,1.7,4.009,5.042,46.24,20.75
0.896,1.76,4.08,5.473,44.24,20.3
0.843,1.43,3.918,5.326,50.24,20.1
0.846,1.64,4,4.388,50.24,20.05
0.798,1.34,4.153,5.358,50.24,20
0.763,1.23,4.161,5.191,56.24,19.95
0.785,1.34,4.255,4.901,47.24,19.9
0.725,1.49,4.296,5.353,57.24,19.85
0.685,1.25,4.437,4.694,49.24,19.85
0.719,1.23,4.646,4.93,43.24,19.8
0.716,1.2,4.59,5.3,50.24,19.9
0.799,1.5,4.914,5.329,40.24,19.95
0.735,1.32,4.615,5.068,51.24,19.95
0.717,1.24,4.855,5.233,46.24,19.95
0.662,1.23,4.5,5.613,49.24,20
0.719,1.23,4.896,5.74,46.24,20
0.734,1.25,4.769,5.62,47.24,19.95
0.693,1.36,4.844,5.421,49.24,19.95
0.653,1.12,4.619,5.473,47.24,19.95
0.638,0.95,4.709,5.341,58.24,20
0.639,0.99,4.709,5.784,50.24,20
0.65,1.12,4.641,5.34,50.24,20
0.656,1.13,4.833,5.49,60.24,20.05
0.675,0.96,4.799,5.298,50.24,20.05
0.653,1.05,4.832,5.362,65.24,20
0.648,1.25,4.699,5.799,50.24,20.05
0.652,1.09,4.637,4.945,41.24,20.1
0.694,1.13,4.597,4.798,46.24,20.1
0.675,1.18,4.475,5.341,40.24,20.1
0.632,1.07,4.233,5.3,47.24,20.05
0.624,1.02,4.194,4.488,54.24,20.05
0.642,1.16,4.335,4.803,43.24,20.1
0.648,1.19,4.323,6.57,95.24,20.5
0.638,1.21,3.946,7.326,84.24,20.6
0.682,1.14,4.219,6.546,67.24,20.6
0.685,1.31,4.45,5.628,109.24,20.7
0.671,1.11,4.58,5.06,72.24,20.75
0.677,1.04,4.58,5.073,74.24,20.8
0.68,1.33,4.483,5.005,63.24,20.85
0.679,1.1,4.725,5.092,71.24,20.9
0.675,1.12,4.494,5.804,63.24,21
0.661,0.98,4.621,5.644,77.24,21.15
0.666,1,4.515,5.443,54.24,21.3
0.652,1.05,4.405,5.496,64.24,21.45
0.722,1.54,4.541,5.332,61.24,21.5
0.705,1.3,4.515,5.209,63.24,21.35
0.669,1.36,4.335,5.114,60.24,21.55
0.699,1.02,4.335,5.198,64.24,21.45
0.73,1.2,4.35,5.174,81.24,21.45
0.759,1.2,4.658,13.214,106.24,21.4
0.749,1.24,4.607,12.892,109.24,21.4
0.743,1.04,4.903,13.595,122.24,21.95
0.728,1.44,4.99,7.839,112.24,21.8
0.727,1.38,4.967,5.172,116.24,21.7
0.758,1.31,5.273,6.18,109.24,21.9
0.763,1.32,5.107,13.794,115.24,21.75
0.703,1.23,5.024,4.927,108.24,21.65
0.709,1.14,5.352,6.832,115.24,21.65
0.662,1.22,5.265,7.501,110.24,21.65
0.66,1.14,5.317,6.642,92.24,21.75
0.648,1.02,5.534,5.811,96.24,21.7
0.667,1.2,5.379,6.171,86.24,21.65
0.697,1.07,5.606,6.341,94.24,21.6
0.66,1.2,5.788,5.971,85.24,21.55
0.698,1.15,5.901,6.832,99.24,21.55
0.692,1.06,6.095,7.285,108.24,21.5
0.732,1.46,6.195,7.729,95.24,21.5
0.694,1.23,5.905,7.164,94.24,21.5
0.689,1.15,6.002,7.267,95.24,21.45
0.773,1.33,5.345,8.179,91.24,21.45
0.81,1.48,4.45,7.777,88.24,21.4
0.814,1.4,4.254,8.126,95.24,21.3
0.881,1.34,4.159,7.884,106.24,21.2
0.917,1.51,4.405,12.714,94.24,21.15
0.909,1.58,4.439,11.444,102.24,21.1
0.876,1.25,4.427,12.101,103.24,21.15
0.895,1.56,4.819,12.096,103.24,21.15
0.818,1.29,4.699,12.982,106.24,21.1
0.925,1.45,4.835,11.417,105.24,21.1
0.915,1.6,4.875,11.354,102.24,21.1
0.987,1.75,5.031,10.97,112.24,21.05
0.976,1.7,5.043,10.314,110.24,21.05
0.919,1.43,4.753,10.84,103.24,21.05
0.967,1.42,4.888,10.523,110.24,21.05
0.975,1.92,4.641,11.583,105.24,21.1
1.022,1.68,4.829,11.18,106.24,21.2
0.996,1.65,4.483,10.746,106.24,21.25
1.03,1.65,4.812,10.825,108.24,21.25
1.024,1.87,4.584,10.141,109.24,21.25
1.051,1.62,4.93,11.115,110.24,21.3
0.964,1.72,4.71,11.381,112.24,21.25
1.041,1.7,4.54,11.392,106.24,21.25
1.107,1.96,4.795,10.862,115.24,21.25
1.058,1.78,4.617,10.909,110.24,21.2
1.134,1.8,4.681,11.017,113.24,21.2
1.143,1.95,4.877,10.63,99.24,21.15
1.069,1.73,4.668,7.321,108.24,21.15
1.08,1.55,4.624,10.652,110.24,21.15
1.124,2.01,4.881,10.435,103.24,21.15
1.162,1.89,4.748,10.812,113.24,21.15
1.096,2.07,5.133,7.513,112.24,22.1
1.1,1.79,5.212,8.614,116.24,22.05
1.05,1.61,5.082,7.261,99.24,22.05
1.015,1.81,4.835,9.832,115.24,22
1.077,1.91,4.963,9.381,115.24,21.95
1.093,1.72,5.108,10.284,119.24,22
1.129,1.8,5.582,7.532,120.24,21.95
1.118,1.69,5.322,10.088,119.24,21.95
1.139,2.14,5.252,10.827,115.24,21.95
1.197,2.22,5.507,10.359,109.24,21.95
1.204,1.92,5.535,7.302,113.24,21.95
1.146,2.24,5.347,10.652,99.24,21.95
1.12,1.7,5.658,8.961,99.24,21.9
1.129,1.78,5.564,10.393,116.24,21.9
1.124,1.85,5.47,7.305,115.24,21.9
1.131,1.87,5.641,10.277,112.24,21.9
1.126,1.95,5.652,10.831,112.24,21.95
1.142,1.87,5.667,9.733,95.24,21.95
1.167,2.12,5.721,9.82,109.24,21.95
1.103,1.73,5.754,10.249,112.24,21.95
1.032,1.98,5.619,10.256,109.24,22
1.049,1.78,5.655,7.815,115.24,21.95
1.036,1.67,5.841,10.418,96.24,21.9
1.02,1.55,5.851,7.01,108.24,21.95
0.976,1.68,5.531,7.562,108.24,21.9
0.98,1.84,5.648,7.605,110.24,21.9
0.927,1.52,6.017,7.545,115.24,21.95
0.898,1.35,6.01,7.92,92.24,21.95
0.849,1.21,5.832,10.921,92.24,22.1
0.932,1.64,5.916,10.644,94.24,22.1
0.918,1.74,5.762,7.349,120.24,22.2
0.991,1.83,5.939,10.403,117.24,22.2
0.89,1.71,5.612,9.258,119.24,22.4
0.967,1.88,5.901,9.721,116.24,22.4
0.938,1.45,5.904,7.557,122.24,22.5
0.964,1.42,6.286,6.789,116.24,22.8
0.982,1.68,6.397,9.412,123.24,22.95
0.955,1.63,6.103,7.844,126.24,23
0.986,1.57,5.882,10.511,123.24,23.3
1.013,1.49,6.223,9.894,120.24,23.2
1.024,1.99,5.978,9.14,131.24,23.5
1.022,1.6,6.199,7.724,101.24,23.75
0.96,1.43,6.267,10.702,129.24,23.65
0.936,1.52,6.066,10.194,123.24,23.45
0.959,1.77,6.128,10.375,124.24,23.5
0.958,1.58,6.17,10.297,122.24,23.3
0.952,1.39,6.463,10.356,127.24,23.25
0.952,1.55,6.292,9.78,122.24,23.2
1.031,1.65,6.695,9.956,123.24,23.15
0.985,1.48,6.214,8.119,123.24,23.15
0.972,1.66,6.178,11.403,120.24,23.15
0.983,1.59,6.041,10.897,123.24,23.15
0.981,1.66,6.272,10.758,120.24,23.15
0.977,1.77,6.553,10.616,120.24,23.15
0.983,1.85,6.821,10.184,123.24,23.1
0.988,1.48,6.82,10.666,115.24,23.1
0.933,1.48,6.384,10.409,117.24,23.1
0.946,1.55,5.633,9.741,120.24,23.05
0.936,1.42,5.672,8.924,113.24,22.95
1.035,1.6,6.127,11.393,120.24,22.85
0.935,1.72,5.209,9.794,119.24,22.85
0.99,1.48,5.761,10.817,117.24,22.8
0.946,1.67,6.307,10.472,119.24,22.8
0.978,1.69,6.279,10.221,119.24,22.75
0.905,1.54,5.966,9.374,120.24,22.7
0.944,1.45,6.278,11.14,115.24,22.65
0.943,1.4,6.378,11.442,116.24,22.6
0.917,1.37,6.658,10.68,119.24,22.6
0.954,1.57,6.495,11.423,120.24,22.5
1.031,1.74,7.07,10.434,116.24,22.5
0.944,1.46,6.757,10.309,117.24,22.45
1.009,1.68,7.199,10.951,119.24,22.4
0.999,1.79,7.12,10.756,117.24,22.4
1.042,1.79,7.251,10.848,119.24,22.35
1.027,1.84,7.4,10.783,116.24,22.35
1.005,1.51,7.758,13.047,110.24,22.4
1.008,1.48,7.435,10.971,108.24,22.5
1.015,1.63,8.007,10.456,115.24,22.55
1.101,2,8.041,10.526,116.24,22.55
1.043,1.75,7.268,10.843,116.24,22.6
0.957,1.88,7.666,10.672,116.24,22.7
1.048,1.93,8.532,10.797,117.24,22.8
1.05,1.67,7.602,11.437,116.24,22.8
1.066,1.74,7.003,10.333,117.24,22.85
1.054,1.84,6.707,10.527,122.24,22.9
0.973,1.55,5.699,11.325,119.24,22.8
1.029,1.82,5.623,11.021,122.24,22.8
1.063,1.93,5.501,11.294,117.24,22.8
1.01,1.7,4.968,10.34,123.24,22.9
1.043,1.7,5.043,11.339,124.24,22.9
1.076,1.96,4.874,9.777,120.24,22.9
1.151,2.14,4.828,10.44,119.24,22.85
1.157,2.04,4.51,10.91,122.24,22.8
1.175,2.06,4.693,10.674,123.24,22.8
1.204,2.49,4.83,10.786,124.24,22.8
1.147,1.91,4.982,9.917,123.24,22.8
1.096,1.97,4.768,10.731,129.24,22.85
1.158,1.76,5.335,10.65,123.24,22.9
1.047,1.73,5.103,10.273,129.24,22.85
1.023,1.7,5.217,9.888,126.24,22.85
1.034,1.63,5.63,10.33,124.24,22.85
1.006,1.63,5.504,10.44,126.24,22.8
1.029,1.68,5.7,10.328,123.24,22.8
0.968,1.69,5.788,10.169,124.24,22.75
0.934,1.38,5.496,9.864,120.24,22.7
0.967,1.73,6.002,10.188,119.24,22.7
0.916,1.58,5.899,9.608,116.24,22.7
0.997,1.6,6.103,10.381,115.24,22.7
0.943,1.49,5.714,10.279,112.24,22.65
0.921,1.53,5.726,9.759,112.24,22.65
0.978,1.65,5.927,9.87,110.24,22.6
0.985,1.41,6.051,9.74,105.24,22.6
0.98,1.64,6.08,8.948,108.24,22.6
0.982,1.59,6.087,10.075,119.24,22.55
0.955,1.76,6.216,10.186,108.24,22.55
0.962,1.66,6.138,9.817,112.24,22.55
0.961,1.66,6.188,9.745,103.24,22.55
1.015,1.73,6.699,9.767,96.24,22.5
0.961,1.5,6.072,10.177,106.24,22.55
0.919,1.52,5.819,9.805,106.24,22.55
0.941,1.57,6.099,8.943,112.24,22.5
0.903,1.48,6.392,9.903,117.24,22.55
1.01,1.56,6.674,9.776,98.24,22.55
0.968,1.57,6.383,10.232,105.24,22.6
0.929,1.51,6.636,9.341,109.24,22.7
0.919,1.55,6.548,9.134,109.24,22.8
0.916,1.55,6.595,9.844,98.24,22.95
0.876,1.49,6.505,10.09,109.24,23.25
0.884,1.3,6.763,8.208,117.24,23.3
0.864,1.65,6.615,9.694,98.24,23.9
0.971,1.65,6.87,9.701,105.24,23.3
1.015,1.72,6.794,9.326,102.24,23.5
0.91,1.55,6.864,9.752,102.24,23.45
0.885,1.55,6.916,10.324,94.24,23.4
0.882,1.54,6.384,9.634,112.24,23.5
0.818,1.42,5.811,8.892,117.24,23.45
0.921,1.42,6.191,9.782,105.24,23.65
0.978,1.51,6.047,9.908,106.24,23.45
0.96,1.54,5.97,10.281,106.24,23.45
0.926,1.64,5.666,10.575,108.24,23.45
0.939,1.87,5.895,9.903,109.24,23.45
0.954,1.5,5.863,10.658,105.24,23.3
0.994,1.53,6.208,9.314,108.24,23.15
0.886,1.78,5.707,8.565,124.24,23.3
0.967,1.82,6.126,10.27,101.24,23.3
0.982,1.51,6.268,9.794,108.24,23.15
0.891,1.4,5.963,9.858,108.24,23.2
0.873,1.5,5.6,9.36,105.24,23.2
1.026,1.71,5.531,10.741,92.24,23.35
1.014,1.6,5.484,10.352,98.24,23.3
0.945,1.58,4.876,10.332,95.24,23.25
0.963,1.92,4.92,9.771,99.24,23.2
1.027,1.85,5.16,10.622,105.24,23.25
1.058,1.96,5.135,10.508,109.24,23.2
1.077,2.04,4.872,10.526,103.24,23.25
1.065,1.86,4.977,10.665,102.24,23.25
1.062,1.67,5.059,10.502,103.24,23.2
1.116,1.9,5.338,9.315,98.24,23.1
1.119,2.04,4.853,5.191,105.24,23
1.152,1.78,5.014,10.105,105.24,22.95
1.205,1.76,5.003,5.199,99.24,22.95
1.324,2.09,5.119,5.631,99.24,22.9
1.324,2.48,5.046,5.791,43.24,22.85
1.271,1.95,5.094,5.671,110.24,22.8
1.273,2.06,5.085,5.954,41.24,22.8
1.346,2.28,4.925,5.81,98.24,22.8
1.328,2.37,4.918,5.822,43.24,22.8
1.383,2.37,4.95,6.188,40.24,22.75
1.447,2.71,4.986,6.161,39.24,22.65
1.286,2.19,4.911,6.45,41.24,22.6
1.331,2.32,5.01,6.746,44.24,22.6
1.261,1.92,5.109,5.52,44.24,22.6
1.251,2.06,5.103,6.563,44.24,22.6
1.21,2.25,4.867,6.883,105.24,22.55
1.201,2.11,4.728,6.136,96.24,22.55
1.195,1.77,4.946,9.422,112.24,22.7
1.096,1.85,4.608,6.543,113.24,22.85
1.058,2.01,4.459,9.863,101.24,22.9
1.1,1.84,4.639,9.426,109.24,22.75
1.208,1.89,4.742,6.163,37.24,22.55
1.284,1.94,4.569,4.507,109.24,22.25
1.315,2.13,4.657,4.937,98.24,22.1
1.399,2.48,4.684,4.647,95.24,22.3
1.276,1.97,4.641,6.014,36.24,22.25
1.268,2.09,4.633,9.912,40.24,22.3
1.315,2.09,4.972,5.328,40.24,22.25
1.248,2.18,5.164,5.856,46.24,22.15
1.199,1.81,4.967,5.5,46.24,22
1.304,2.1,4.884,5.815,50.24,21.95
1.391,2.46,4.503,5.781,43.24,21.9
1.41,2.21,4.782,5.657,43.24,21.7
1.25,2.03,4.701,9.496,96.24,21.65
1.465,2.59,5.125,5.949,43.24,21.65
1.468,2.43,5.227,6.147,41.24,21.65
1.481,2.31,5.451,6.272,39.24,21.6
1.328,2.08,5.451,6.492,44.24,21.7
1.447,2.67,5.482,5.712,41.24,21.75
1.421,2.68,5.559,6.246,43.24,21.75
1.416,2.63,5.591,6.362,47.24,21.8
1.371,2.32,5.576,6.13,39.24,21.85
1.493,2.63,5.733,6.486,37.24,21.85
1.379,2.29,5.399,6.106,43.24,21.8
1.217,1.99,5.273,6.21,39.24,21.75
1.098,1.99,5.194,8.937,92.24,21.75
1.163,1.86,5.31,9.724,92.24,21.7
1.056,1.81,5.431,5.966,41.24,21.7
1.024,1.56,5.342,9.575,92.24,21.7
0.969,1.66,5.238,9.653,89.24,21.7
0.972,1.65,5.382,9.246,91.24,21.7
0.981,1.87,5.425,8.79,89.24,21.65
0.978,1.44,5.258,9.718,88.24,21.65
0.99,1.63,5.146,9.06,95.24,21.55
0.941,1.55,5.129,5.96,94.24,21.5
0.89,1.49,5.144,9.305,92.24,21.45
0.946,1.97,5.35,9.798,92.24,21.4
0.972,1.48,5.352,6.296,89.24,21.35
1.008,1.95,5.511,6.344,43.24,21.25
0.978,1.79,5.331,8.947,41.24,21.25
0.9,1.3,5.433,9.752,49.24,21.2
0.881,1.36,5.615,9.385,88.24,21.15
0.798,1.33,5.473,9.024,88.24,21.25
0.768,1.39,5.619,9.872,86.24,21.25
0.766,1.16,5.678,10.133,88.24,21.3
0.783,1.43,5.893,9.454,88.24,21.4
0.759,1.16,5.79,9.819,92.24,21.65
0.79,1.55,5.779,9.312,89.24,22
0.769,1.45,6.206,9.738,82.24,22.25
0.772,1.47,6.031,10.296,88.24,21.95
0.741,1.16,5.928,9.47,89.24,22.2
0.702,1.28,5.671,8.879,94.24,21.95
0.696,1.1,5.84,8.54,96.24,22.15
0.712,1.09,5.81,10.313,89.24,22.4
0.677,1,5.362,9.122,94.24,22.1
0.692,1.08,5.335,9.433,99.24,22
0.731,1.11,5.195,9.336,96.24,22
0.659,1.12,4.905,10.028,99.24,22.1
0.644,1.23,4.871,6.789,98.24,22.6
0.69,1.17,4.92,9.153,101.24,22.5
0.681,1.27,4.698,10.229,98.24,22.3
0.732,1.33,5.017,9.265,78.24,22.05
0.738,1.26,5.009,8.936,96.24,21.95
0.802,1.4,5.254,9.431,92.24,21.9
0.776,1.29,5.27,7.837,86.24,22
0.776,1.34,5.17,10.294,88.24,22.1
0.856,1.35,5.161,10.18,82.24,22.15
0.864,1.54,5.54,9.794,88.24,22.15
0.835,1.54,5.402,9.92,86.24,22.1
0.827,1.3,5.257,9.66,89.24,22.1
0.85,1.3,5.785,7.898,92.24,22.05
0.822,1.31,5.19,9.379,84.24,22.05
0.824,1.32,5.624,9.638,85.24,22.1
0.816,1.25,5.711,8.96,68.24,22.1
0.78,1.32,5.359,9.807,70.24,22.05
0.76,1.32,5.039,7.825,85.24,22.05
0.821,1.49,5.494,10.264,81.24,22
0.825,1.35,5.324,9.746,82.24,22
0.815,1.33,5.07,6.788,81.24,21.95
0.868,1.54,5.393,9.765,82.24,21.95
0.808,1.25,4.852,9.893,85.24,21.9
0.809,1.53,5.09,9.893,86.24,21.85
0.864,1.44,5.111,6.568,84.24,21.85
0.841,1.41,5.255,10.178,77.24,21.85
0.916,1.59,5.358,9.699,84.24,21.9
0.886,1.46,5.481,9.657,89.24,21.9
0.933,1.67,5.214,10.153,82.24,21.9
0.899,1.47,5.184,9.656,99.24,21.9
1.024,1.68,5.361,9.323,85.24,21.9
0.969,1.55,5.055,6.299,88.24,21.9
0.996,1.6,5.186,9.713,103.24,21.9
0.999,1.78,4.789,7.36,85.24,21.9
0.976,1.73,4.75,9.692,103.24,21.9
0.981,1.49,4.543,9.455,94.24,21.9
0.978,1.73,4.64,9.436,91.24,21.9
1.018,1.6,4.588,8.916,94.24,21.95
1.129,1.94,4.872,10.312,96.24,22.05
1.161,1.72,4.8,10.115,103.24,22.05
